Industry_Name,Number_of_firms,Book_Debt_to_Capital,Market_Debt_to_Capital_Unadjusted_,Market_D_E_unadjusted_,Market_Debt_to_Capital_adjusted_for_leases_,Market_D_E_adjusted_for_leases_,Interest_Coverage_Ratio,Debt_to_EBITDA,Effective_tax_rate,Institutional_Holdings,Std_dev_in_Stock_Prices,EBITDA_EV,Net_PP_E_Total_Assets,Capital_Spending_Total_Assets
Shoe,12,0.30925625572774285,0.041156438735807294,0.04292299640782315,0.041156438735807294,0.04292299640782315,4.982050209205021,1.8485897872170065,0.17582959409719123,0.17414,0.23207910655101902,0.022797602291110684,0.4356933321335372,0.045703230450823355
Software (Entertainment),5,0.021841301196003537,0.007475423907861362,0.007531726758136616,0.007475423907861362,0.007531726758136616,18.50225835591689,0.8593591047812817,0.2752644087938206,0.14920000000000003,0.1867409361734939,0.01258668907240039,0.022055983149191518,0.0029915675208194254
Software (Internet),6,0.2691712251006296,0.032551985820914155,0.033647271319829704,0.032551985820914155,0.033647271319829704,12.565891472868216,1.309565654029626,0.09836094109265196,0.04763,0.504931470076568,0.03208259396676884,0.37475043541056025,0.10815173527037933
Software (System & Application),73,0.09786310449070029,0.013862831435014438,0.014057711114557682,0.013862324707849262,0.014057190040673016,20.38940713101161,0.5482846774072171,0.16094247210875315,0.08837149999999999,0.4048728665269909,0.029044065671532063,0.08604640144793504,0.02739165586707375
Steel,168,0.39594341111417997,0.21236595583934575,0.2696251608393267,0.21237594589771375,0.2696412644986756,3.287625576435377,2.719020293838426,0.17255598788028068,0.07783401960784314,0.3982756101395821,0.08349293434333487,0.5564844678613977,0.060787118663484435
Telecom (Wireless),3,1.1489035705041857,0.4277891854893909,0.7476076555023925,0.4277891854893909,0.7476076555023925,0.8163891249652897,6.805117112358707,0.09296194406235674,0.12256666666666666,0.2821307972042973,0.06728076177443267,0.3286895378815249,0.05021886912091073
Telecom. Equipment,21,0.3589170931177467,0.09880898763949356,0.10964266873976178,0.09880898763949356,0.10964266873976178,1.1009116746022958,5.491100773625929,0.14804069381106885,0.09879692307692307,0.4027510512651054,0.018290767973704835,0.21877831738212342,0.01920477424924207
Telecom. Services,14,1.262053850398172,0.363673097686049,0.5715192872776261,0.363673097686049,0.5715192872776261,1.2081383431254993,6.353307260732553,0.10790598898689607,0.15946666666666665,0.36291736247664463,0.06459259620833166,0.5340274636707991,0.09198915144836546
Tobacco,6,0.008461196988797945,0.0010619555427655875,0.001063084491233481,0.0010619555427655875,0.001063084491233481,365.4337705305447,0.02355602903259607,0.17708060948133697,0.18791999999999998,0.21010525025921484,0.04631529645815512,0.28838829456678483,0.0324194492726139
Transportation,48,0.4787404565596501,0.19002413759253428,0.23460469183332394,0.1900608493488825,0.23466065221824486,0.7137563799358001,6.11133858885574,0.14963682219873262,0.14116399999999996,0.40370110060761377,0.029794954673425553,0.2493241948524467,0.033455547352071076
Transportation (Railroads),1,0.06553897180762852,0.015430749047291808,0.01567258883248731,0.015430749047291808,0.01567258883248731,19,0.4595348837209302,0.2452431289640592,0.2921,0.2119792442669801,0.03456901295712642,0.4650154430981231,0.059396531242575434
Trucking,12,0.5257164439339613,0.1640343563115314,0.1962214087983029,0.1640343563115314,0.1962214087983029,2.9905354919053555,3.43065989162179,0.19007479888222803,0.08418333333333333,0.4328898998753725,0.05045082925308777,0.5898354489891866,0.14924541607898448
Utility (Water),1,0.1444303261329945,0.06670579029733958,0.07147348564242297,0.06670579029733958,0.07147348564242297,12.767857142857142,0.8903394255874675,0.3184143222506394,0.1636,0.2649326184290872,0.09243518912027199,0.01577782249949688,0.0010847252968404107
Total Market,4446,0.5102769833660618,0.2292253981100503,0.2973961486898849,0.2297074956141206,0.298208140811725,4.397762343242144,6.214633497647462,0.16381051581513606,0.10414252581413834,0.3726692706546333,0.04400990822053973,0.11291305955554197,0.01640649030583848
Total Market (without financials),3850,0.4003719084677132,0.138522448433981,0.16079635294288383,0.1385312792917321,0.1608082521880037,4.382038167246508,2.713170968105812,0.16701986722161594,0.1003745366505443,0.36996431726051343,0.059170571530733816,0.3696604403306517,0.05312064553642934
