Industry_Name,Number_of_firms,Lease_Expense_Sales,Total_Debt_without_leases,Total_Debt_with_Leases,Lease_Debt_as_of_Total_Debt,Market_Debt_to_Capital_without_leases,Market_Debt_to_Capital_with_leases,Book_Debt_to_Capital_without_leases,Book_Debt_to_Capital_with_leases,Operating_income_before_lease_adj_,Operating_income_after_lease_adj_,ROIC_without_leases_,ROIC_with_leases_,Pre_tax_Operating_Margin_before_lease_adj_,Pre_tax_Operating_Margin_after_lease_adj_,Lease_Debt_My_Estimate_,Lease_Debt_Accounting_
Retail (REITs),2,0.0001400867988793056,9259.4,9259.4,0,0.3703004587064239,0.3703004587064239,0.2568538085344237,0.2568538085344237,1238.7,1238.7,0.02927486025300628,0.02927486025300628,0.6804922265560621,0.6804922265560621,0,0
Retail (Special Lines),71,0.017945981923318234,29629.806999999997,29702.95936313675,0.0024627971321786674,0.20614011386981346,0.20433493262758007,0.3756474330497896,0.37305541758415595,2408.2400000000016,2461.2055273726496,0.03508728410207579,0.03581623650874273,0.025523562428990534,0.026084913849314165,73.15236313675268,403.79999999999995
Rubber& Tires,15,0.001613325333561898,7666.528000000001,7666.528000000001,0,0.25991740916591544,0.2595090694644327,0.3443727524277859,0.34389338370655115,1466.7099999999998,1466.7099999999998,0.08105023891103227,0.08105023891103227,0.08380960543984456,0.08380960543984456,0,16.371
Semiconductor,173,0.0023534429058189757,56970.17499999998,56971.531170164526,2.3804348183906736e-05,0.10963861055864584,0.10830844107758215,0.25176930353744753,0.24919738412572903,12928.282,12928.375765967092,0.11482881602310521,0.11482819962983262,0.07638575406037147,0.07638630806933426,1.356170164544892,787.337
Semiconductor Equip,59,0.0009544065965953059,18543.212999999996,18543.350926124596,7.438036693027424e-06,0.09142600302469761,0.09140164449595746,0.22915359963253965,0.22910179923544963,10170.954,10171.072414775079,0.21927165805728854,0.219273508318949,0.2049537738586536,0.2049561600217444,0.13792612460019882,5.5409999999999995
Shipbuilding & Marine,56,0.02939564425686811,56842.73900000001,57475.98737046382,0.011017616215658657,0.3161868374307778,0.31802892963142254,0.24976193261138935,0.2513592871228638,20055.345000000005,20169.48932590724,0.1340934097762757,0.13418344111960473,0.2197832539329074,0.22103414297848956,633.2483704638144,146.26200000000003
Shoe,21,0.01380162339517257,2582.1569999999997,2582.456796116417,0.00011608949929703615,0.13289703005549683,0.1329104090232297,0.18061615462208996,0.18063333680112625,716.8290000000002,717.0860407767167,0.052667343079233014,0.05268494609900419,0.044036053059822854,0.04405184352209772,0.299796116417383,0
Software (Entertainment),33,0.011679394930221347,52991.093,52995.50638861456,8.32785440749274e-05,0.11888716784016645,0.1188886748266883,0.2958258423126823,0.29582883911397845,18087.619000000002,18089.815322277092,0.11344653603139915,0.11345683720015072,0.178921053448182,0.1789427792649149,4.413388614557334,3.6800000000000006
Software (Internet),19,0.004386093199494782,5776.21,5776.242806159108,5.679497938191965e-06,0.20085297388992304,0.2007372420380394,0.39668496457881974,0.3965123811221241,463.84,463.86443876817833,0.041240723446467654,0.041242768449518935,0.022024482198649584,0.022025642622965514,0.03280615910807683,4.073
Software (System & Application),189,0.00429404765992197,11330.665000000003,11337.508819633009,0.0006036440404928159,0.04131507508184848,0.04106545109925495,0.1391551600336737,0.13839973053969779,-1076.5839999999996,-1074.5277639266003,-0.022364244422585496,-0.022318213575826033,-0.02213408570331865,-0.022091810408985023,6.8438196330062055,78.58300000000001
Steel,111,0.0011426518101951464,94962.84900000003,94962.94421855577,1.0026916975183907e-06,0.3724494723977155,0.3722636525331501,0.3489005376689589,0.34871993801181544,6828.475000000001,6828.5499562888535,0.029805686701999325,0.029806000064397927,0.018975258378884825,0.018975466670626114,0.09521855573984794,75.691
Telecom (Wireless),8,0.01835161826122488,21250.228999999996,21250.228999999996,0,0.09413679853784666,0.09413679853784666,0.08544920680648153,0.08544920680648153,21422.96,21422.96,0.11212953442266717,0.11212953442266717,0.11368403177618695,0.11368403177618695,0,0
Telecom. Equipment,125,0.002522677756393043,20495.238000000005,20499.68882283896,0.0002171166049114898,0.11559207148920717,0.1150440244147569,0.269109359798617,0.2680540597446348,2982.5069999999996,2983.544835432208,0.05884063582636523,0.05885568459639494,0.03714866105703481,0.03716158783196077,4.45082283895681,114.92699999999999
Telecom. Services,16,0.018280193548794812,38489.1,38583.61655056371,0.002449655035313984,0.2479300408726147,0.2483769777758483,0.21456690027413358,0.2149708854977961,10467.747,10548.343689887257,0.06315606837373988,0.06360245564110177,0.07350238776185156,0.0740683213053748,94.51655056371237,2.146
Tobacco,2,0.0018874411871154543,63.8,64.65211893417946,0.013180061972090613,0.011026997130906702,0.011172629286394268,0.020373622864441956,0.020640118504996852,232.29999999999998,233.03157621316407,0.18018770018174657,0.1806190204877132,0.140125467487031,0.14056676089586445,0.8521189341794582,0
Transportation,141,0.00984982050053358,101726.72800000003,101804.8244180547,0.0007671190289958639,0.34101295887532357,0.33985207359555164,0.42778191391795906,0.42651682731608836,10584.419000000002,10628.164716389067,0.05235110540938772,0.052543573700716224,0.041222319898064665,0.04139269296390418,78.09641805467254,605.5590000000002
Transportation (Railroads),10,0.023167512621001068,22997.399999999998,23001.103331379865,0.00016100668418001852,0.21609061045921624,0.21611788770309723,0.22013822414519282,0.2201658688230758,4839.2,4842.389333724027,0.04392750324132503,0.04395455041387779,0.16529241783540438,0.16540135581741142,3.70333137986745,0
Trucking,7,0.007813354281225454,1671.8999999999999,1672.1817547283915,0.00016849527725975325,0.3101049820083837,0.3101410340589786,0.48724973042287173,0.4872918304872921,93.08699999999997,93.3296490543216,0.026631321642471683,0.026698240295594644,0.0292496465043205,0.029325891297508757,0.28175472839166105,0
