Industry_Name,Number_of_firms,Book_Debt_to_Capital,Market_Debt_to_Capital_Unadjusted_,Market_D_E_unadjusted_,Market_Debt_to_Capital_adjusted_for_leases_,Market_D_E_adjusted_for_leases_,Interest_Coverage_Ratio,Debt_to_EBITDA,Effective_tax_rate,Institutional_Holdings,Std_dev_in_Stock_Prices,EBITDA_EV,Net_PP_E_Total_Assets,Capital_Spending_Total_Assets
Publishing & Newspapers,41,0.07739913374625614,0.045695547632872764,0.04788361567372566,0.04513134572126769,0.04726445414145259,22.863266832611917,0.9643532713955246,0.049029396964576734,0.08541820512820512,0.3467890870618602,0.05715335368499442,0.12637515784671408,0.015031732926313357
R.E.I.T.,9,0.3545211288938254,0.6463846826529204,1.8279317974749447,0.6463846826529204,1.8279317974749447,2.253790005614823,18.279657865377462,0.19028871391076116,0.13197777777777778,0.18050262768695913,0.03897302805187113,0.9045158336661441,9.935613329307137e-06
Real Estate (Development),206,0.5686497371593963,0.7987087906493004,3.9679268321039807,0.7984490251866484,3.9615240061530863,1.0431596254885833,24.588084335241795,0.16734829313991934,0.08442722222222226,0.36821471507986786,0.02755739392178434,0.048226723356207334,0.004443120439460517
Real Estate (General/Diversified),56,0.3683223976493751,0.6025933957575681,1.5163144983618968,0.6023783876558443,1.5149538379077456,1.868483211294294,12.1527679890616,0.1778213464099103,0.08482192307692307,0.29178712494481873,0.05167893193114689,0.103048357575038,0.006279900442077496
Real Estate (Operations & Services),125,0.23888101053950925,0.4136515955574019,0.7054706594633486,0.41394347951838245,0.7063200647920552,4.083160599971966,5.648868600806964,0.1355037403141878,0.07986977011494252,0.3358790536864097,0.0862885052252458,0.4137952725566424,0.002409909407396904
Recreation,62,0.22996224447431446,0.12318703437088738,0.14049408391503515,0.12291642676140842,0.1401422059559787,3.8593501979143654,4.491009248545751,0.08819434287575575,0.06259979166666667,0.3208315694115687,0.04146276240467037,0.2608457515530149,0.03657319080402811
Reinsurance,1,0.4001232136194435,0.78847206073456,3.7275078813353817,0.78847206073456,3.7275078813353817,2.183108758421559,11.506674984404242,0,0.0334,0.17299740497377286,0.0980209933185291,0.0104473255136978,0.001030540445083806
Restaurant/Dining,48,0.30796195819358785,0.12518544481628316,0.14309940783963454,0.12878739997057287,0.14782545611280506,7.103924429967428,7.440752530214051,0.07432255171954201,0.1277725,0.4352709789645401,0.047709039295650145,0.20082093830395895,0.032281124694575974
Retail (Automotive),28,0.4961279140690122,0.5920644566151269,1.4513676638775614,0.5920519645185409,1.4512925986266925,1.7036244827155322,6.542425975923814,0.15593959762798731,0.06978681818181819,0.3915643142810637,0.0893111256626618,0.19970133043962712,0.030583931277646994
Retail (Building Supply),7,0.19961694708544828,0.1302371973394449,0.14973875284279425,0.1302371973394449,0.14973875284279425,11.439404263603619,1.3740142119015808,0.11344423013093123,0.02358,0.27300125130261277,0.0891687352496631,0.1666713185218265,0.02427989282125712
Retail (Distributors),136,0.522112579824926,0.5940794014427584,1.463535981062028,0.5939165671771778,1.4625481346251044,2.4057016297594305,7.604621495750952,0.1322408039375846,0.05230835294117647,0.36358868446518233,0.08999076982191577,0.16756009357724178,0.02431258590244285
Retail (General),58,0.44355749567871966,0.4003323569711568,0.6675903921531102,0.3920187450083497,0.6447875519019637,1.5696496772876884,8.282445542408427,0.1707355100187884,0.054175576923076896,0.28502521221089927,0.059882946557917864,0.3898294212725294,0.02130971526161166
Retail (Grocery and Food),29,0.5857194288686414,0.3815325037717384,0.6168998469580427,0.3317998053159303,0.49655748076039974,0.5727332068872084,12.019243902408723,0.12898205557684617,0.06586249999999999,0.35783191157973815,0.029847294918904792,0.3557993142469437,0.022340695687994475
Retail (REITs),2,0.2568538085344237,0.3703004587064239,0.5880589621293433,0.3703004587064239,0.5880589621293433,3.843313682904127,8.335794022326251,0.20190023752969122,0.28240000000000004,0.16373365611622165,0.04465633787913934,0.9186470933020728,-0.0003516811424308627
Retail (Special Lines),71,0.3756474330497896,0.20614011386981346,0.25966813221244955,0.20433493262758007,0.2568102346158912,1.6470348462248163,11.40395119562038,0.10681644136479561,0.07902557692307692,0.3424171213891998,0.02784934621517105,0.14090143919028525,0.01461113409859985
Rubber& Tires,15,0.3443727524277859,0.25991740916591544,0.35120054489186736,0.2595090694644327,0.3504554326907694,7.862246785061456,4.48371679552712,0.09429603154187867,0.11002933333333337,0.26156741599084904,0.0934600374572695,0.4076707642254607,0.06073044994885039
Semiconductor,173,0.25176930353744753,0.10963861055864584,0.12313944860910599,0.10830844107758215,0.12146401969810011,8.012381487141923,2.1006554211737622,0.04558310758713321,0.14409198757763975,0.35053007559068194,0.052680379352787556,0.33666548544029806,0.10332054827641433
Semiconductor Equip,59,0.22915359963253965,0.09142600302469761,0.10062581950293567,0.09140164449595746,0.10059631292778716,19.662680369322135,1.4483145825424966,0.07200110854668805,0.1668096610169491,0.3780387083633861,0.06841660374859569,0.30688821864463883,0.09454307999338597
