Industry_Name,Number_of_Firms,Beta,ROE,Cost_of_Equity,_ROE_COE_,BV_of_Equity,Equity_EVA,ROC,Cost_of_Capital,_ROC_WACC_,BV_of_Capital,EVA,E_D_E_,Std_Dev_in_Stock,Cost_of_Debt,Tax_Rate,After_tax_Cost_of_Debt,D_D_E_
Telecom. Equipment,125,0.9521747215279812,0.06409204472189468,0.09240743682202535,-0.028315392100130662,50904.82000000001,-1441.3899380865735,0.04328322426645349,0.08682881554137171,-0.04354559127491822,73418.67802283894,-3197.0597451273657,0.8849559755852431,0.34241614692948186,0.058554999999999996,0.047588468434248056,0.04391625,0.1150440244147569
Telecom. Services,16,0.8609785476343114,0.05675850090263448,0.08727309223181173,-0.030514591329177256,140438.90999999997,-4285.435945365104,0.06556592360235802,0.07650425079237005,-0.010938327190012032,157067.54075056373,-1718.056151660214,0.7516230222241517,0.2636929287418906,0.058554999999999996,0.09063291268581661,0.04391625,0.2483769777758483
Tobacco,2,1.6036625317396105,0.07833807044997286,0.1290862005369401,-0.05074813008696723,3131.3,-158.9076197413205,0.13888296980093676,0.1281346282532503,0.010748341547686446,1700.8791189341798,18.28162970163256,0.9888273707136057,0.3262013522125299,0.058554999999999996,0.12309247257095132,0.04391625,0.011172629286394268
Transportation,141,0.8793154784299702,0.0842117628913963,0.08830546143560733,-0.00409369854421103,114645.97899999995,-469.3260773319481,0.05148663592615323,0.0732196958839448,-0.02173305995779156,176931.4551122635,-3845.261922374129,0.6601479264044483,0.273673951316888,0.058554999999999996,0.15081001714884945,0.04391625,0.33985207359555164
Transportation (Railroads),10,0.9284974259832903,0.052145500572758886,0.09107440508285924,-0.03892890451010036,75686.29999999999,-2946.3847454228085,0.043837176707404446,0.07994062634587881,-0.036103449638474366,85607.87913137986,-3090.7397528763736,0.7838821122969027,0.24759023849803782,0.052743,0.22385697100938312,0.03955725,0.21611788770309723
Trucking,7,1.2040222873418922,0.012829345253747045,0.10658645477734853,-0.09375710952360149,1521.2,-142.62331500730258,0.025888842975665367,0.08714985266301371,-0.06126100968734835,3055.271154728392,-187.168995807292,0.6898589659410215,0.43909065728966656,0.058554999999999996,0.1395056556346879,0.04391625,0.3101410340589786
Utility (General),4,0.6200469849703366,0.06139701132595495,0.07370864525382995,-0.012311633927874994,2322.1,-28.588845143918522,0.004575535585797549,0.06062403240460932,-0.05604849681881177,2829.274,-158.57655478854684,0.5608069529911819,0.26327809442587036,0.058554999999999996,0.15441704512519902,0.04391625,0.43919304700881806
Utility (Water),38,0.621853508338659,0.07371922833889177,0.07381035251946651,-9.11241805747337e-05,37787.3,-3.4433367486316353,0.0387833310392573,0.05378397380936903,-0.015000642770111726,76771.13900000001,-1151.6164311935925,0.41534117387713365,0.21873277774802272,0.052743,0.16414461722004448,0.03955725,0.5846588261228663
Total Market,7504,1.0660229283721931,0.07371922833889177,0.09881709086735448,-0.025097862528462703,10836028.971000044,-271961.16546859825,0.0387833310392573,0.07291180118010165,-0.03412847014084435,19405712.543263134,-662287.2810945646,0.5281440269768836,0.3209037325949247,0.058554999999999996,0.09923433865988825,0.04391625,0.47185597302311644
Total Market (without financials),7161,1.0686360714269856,0.06398103928103295,0.0989642108213393,-0.03498317154030635,7039463.864000044,-246262.7719061013,0.0650803131143393,0.08135032910671088,-0.016270015992371573,10535415.241237199,-171411.37446120442,0.6800266267483532,0.3211951486316037,0.058554999999999996,0.0996397852701986,0.04391625,0.3199733732516468
