Industry_Name,Number_of_Firms,Dividends_in_millions,Buybacks_in_millions,Equity_Issuance_in_millions,Net_Equity_Change_in_millions,Net_Equity_Change_as_of_Book_Equity,Debt_Repaid_in_millions,Debt_Raised_in_millions,Net_Debt_Change_in_millions,Net_Change_in_Debt_as_of_Total_Debt,Change_in_Lease_Debt_in_millions
Retail (Special Lines),251,5517.805899999999,624.514,978.6349999999996,354.12099999999964,0.004342224388287245,32938.36199999999,26973.951999999994,-5964.409999999993,-0.10438201963048599,-1377.5869999999995
Rubber& Tires,72,944.1611999999999,52.84,584.2620000000001,531.422,0.01508639484951249,14540.506,13597.209,-943.2969999999987,-0.04426358450115483,238.0780000000001
Semiconductor,513,26328.713540000004,553.8120000000001,17952.81100000001,17398.999000000007,0.04859041024255409,69943.27100000004,90894.74799999996,20951.476999999926,0.14332595132443776,1307.2689999999957
Semiconductor Equip,277,4365.866050000001,711.7269999999997,3821.8519999999985,3110.1249999999986,0.04078245936932133,12325.812999999998,21305.521,8979.708000000002,0.2867336327487534,326.26099999999985
Shipbuilding & Marine,240,30257.763099999975,200.806,1240.2559999999996,1039.4499999999996,0.0038979047965787554,47252.236,34508.576,-12743.659999999996,-0.10518766313230873,746.5480000000207
Shoe,58,1289.4906,67.65,111.70500000000001,44.05500000000001,0.002301154259603422,4235.412,3207.065,-1028.3470000000002,-0.12586732552541977,-802.5869999999986
Software (Entertainment),66,2050.5526,6247.663,765.518,-5482.1449999999995,-0.037573746808526355,7673.112,7095.8290000000015,-577.2829999999985,-0.009574792552353432,251.18299999999908
Software (Internet),42,448.9404,339.349,266.74399999999997,-72.60500000000002,-0.007586040515234303,4641.013999999999,4481.1140000000005,-159.89999999999873,-0.023782217356378046,355.3320000000001
Software (System & Application),521,1901.33077,2744.2709999999997,3840.763000000001,1096.492000000001,0.012261595083347428,9905.587000000014,12084.569000000003,2178.981999999989,0.13858652029841761,601.6630000000023
Steel,536,18971.446520000005,4829.965000000001,2285.115999999999,-2544.849000000002,-4.447747095034968e-06,156832.30599999995,159053.1069999999,2220.8009999999485,0.009548516520301791,2370.533000000005
Telecom (Wireless),63,23196.6881,1333.8720000000003,1489.244,155.37199999999962,0.0005631099622499721,49914.336999999985,33980.56,-15933.776999999987,-0.07722429248915774,1742.2920000000013
Telecom. Equipment,299,2588.358259999999,380.00100000000003,2247.8089999999993,1867.8079999999993,0.028885687492346747,54336.70799999999,54850.69800000001,513.9900000000198,0.01962044765265863,443.17300000000046
Telecom. Services,140,17835.83594,2912.3450000000003,665.2090000000002,-2247.136,-0.007218488154006965,51982.17,49688.329,-2293.8410000000003,-0.011639365304343008,-472.02400000001217
Tobacco,31,3871.257760000001,498.6,230.10000000000002,-268.5,-0.010403425063257475,2172.1400000000003,2682.244,510.1039999999998,0.37226749336988096,41.52900000000011
Transportation,296,8303.956019999998,2302.616,3397.5849999999996,1094.9689999999996,0.007076003221165401,78112.45500000003,75394.84300000002,-2717.6120000000083,-0.016503130170147824,5137.213000000022
Transportation (Railroads),15,3431.4000000000005,61.35,0.336,-61.014,-0.0007203490884362096,16708.1,18127.3,1419.2000000000007,0.04119856710733343,769.4829999999993
Trucking,55,167.51440000000002,76.41499999999999,473.56199999999995,397.14699999999993,0.0765163609264416,3456.0789999999997,3936.408000000001,480.3290000000011,0.032342862937498766,473.95399999999995
Utility (General),14,3478.98,39.2,0,-39.2,-0.0006367450631953233,13347.060000000001,11839.6,-1507.460000000001,-0.02652778584337722,49.35800000000006
Utility (Water),71,3308.4554,34.968,996.602,961.634,0.017706209935270407,19232.583000000002,20190.390999999992,957.80799999999,0.013821943567804766,312.75999999999976
Total Market,25637,996822.6781639978,123352.24300000006,341865.24200000055,218512.99900000048,0.0003699771500436605,9739687.676999977,10086561.376999974,346873.6999999974,0.016581672911404145,-215127.1730000031
Total Market (without financials),23133,772148.6272039977,98405.88000000005,274615.2400000005,176209.36000000045,0.00030129564768869405,5290487.411999974,5400512.329999973,110024.91799999867,0.010869395292696208,-214730.02200000302
